,image,array,num_label
542,5435b7dd-b93b-43e1-8bdb-0bc8797df73f,"[[2.19222351e-03 5.27957334e-03 3.92156863e-03 ... 4.90196078e-03
  5.27957334e-03 3.92156863e-03]
 [9.80392157e-04 3.92156863e-03 5.27957334e-03 ... 3.92156863e-03
  6.20054443e-03 7.90417426e-03]
 [2.77296777e-03 3.53485419e-03 4.90196078e-03 ... 2.77296777e-03
  6.27757278e-03 9.70538719e-03]
 ...
 [1.96261557e-17 1.96261557e-17 1.96261557e-17 ... 5.27957334e-03
  5.54593554e-03 5.54593554e-03]
 [1.96261557e-17 1.96261557e-17 1.96261557e-17 ... 4.99903874e-03
  4.90196078e-03 5.54593554e-03]
 [1.96261557e-17 1.96261557e-17 1.96261557e-17 ... 3.10027222e-03
  2.94117647e-03 2.77296777e-03]]",5
543,33bccc3c-2424-41e2-951f-a597fdbf054a,"[[0.00965574 0.01212678 0.01333478 ... 0.02435244 0.02297132 0.00903877]
 [0.01985143 0.02150168 0.02369225 ... 0.02257032 0.02474398 0.01096112]
 [0.01362004 0.01499712 0.01678161 ... 0.01941077 0.02499519 0.01180548]
 ...
 [0.01525132 0.00980392 0.00353485 ... 0.07559199 0.07366001 0.03615508]
 [0.01009376 0.01055915 0.01403708 ... 0.05173833 0.08160845 0.05797592]
 [0.00527957 0.01525132 0.02040064 ... 0.03263395 0.0650688  0.04211124]]",5
544,1b2a7169-fb57-4b9e-9990-ae92a02305a1,"[[3.92523115e-17 3.92523115e-17 3.92523115e-17 ... 3.92523115e-17
  3.92523115e-17 3.92523115e-17]
 [3.92523115e-17 3.92523115e-17 3.92523115e-17 ... 3.92523115e-17
  3.92523115e-17 3.92523115e-17]
 [3.92523115e-17 3.92523115e-17 3.92523115e-17 ... 3.92523115e-17
  3.92523115e-17 3.92523115e-17]
 ...
 [5.54593554e-03 5.54593554e-03 4.90196078e-03 ... 4.90196078e-03
  2.77296777e-03 0.00000000e+00]
 [3.92523115e-17 3.92523115e-17 3.92523115e-17 ... 7.90417426e-03
  7.13736264e-03 7.65710753e-03]
 [3.92523115e-17 3.92523115e-17 3.92523115e-17 ... 4.90196078e-03
  5.96349268e-03 5.27957334e-03]]",15
545,6ab4969c-d43e-4e7d-abb5-a5020bffcf91,"[[0.00000000e+00 0.00000000e+00 2.77296777e-03 ... 3.92523115e-17
  3.92523115e-17 3.92523115e-17]
 [0.00000000e+00 9.80392157e-04 3.10027222e-03 ... 2.77296777e-03
  2.77296777e-03 2.77296777e-03]
 [2.77296777e-03 3.10027222e-03 3.92156863e-03 ... 5.54593554e-03
  5.54593554e-03 5.54593554e-03]
 ...
 [3.55113143e-02 6.79589287e-02 6.93241942e-02 ... 1.96078431e-02
  3.23677922e-02 1.64343673e-02]
 [3.23380833e-02 6.77606321e-02 7.01580026e-02 ... 1.84980022e-02
  2.69206475e-02 1.98272043e-02]
 [2.82788335e-02 6.67819073e-02 6.95456778e-02 ... 1.33347750e-02
  1.49328884e-02 1.49328884e-02]]",4
546,2e6adbec-b34f-4c40-b59a-cafc84658797,"[[1.96261557e-17 1.96261557e-17 2.77296777e-03 ... 2.77296777e-03
  2.77296777e-03 1.96261557e-17]
 [1.96261557e-17 9.80392157e-04 3.10027222e-03 ... 3.10027222e-03
  2.94117647e-03 2.77296777e-03]
 [2.77296777e-03 3.10027222e-03 3.92156863e-03 ... 3.92156863e-03
  3.10027222e-03 2.77296777e-03]
 ...
 [8.31890331e-03 9.03876908e-03 1.21267813e-02 ... 3.24757581e-01
  2.23843702e-01 1.34892306e-01]
 [2.77296777e-03 6.20054443e-03 1.14332390e-02 ... 1.44561889e-01
  2.05359153e-01 2.24037675e-01]
 [0.00000000e+00 5.54593554e-03 1.10918711e-02 ... 2.26309121e-01
  2.82498765e-01 2.79843689e-01]]",4
547,4334620b-316c-4762-a116-9add429220d0,"[[0.00784314 0.00784314 0.01457458 ... 0.         0.         0.        ]
 [0.01240109 0.01333478 0.01789048 ... 0.         0.         0.        ]
 [0.00713736 0.01096112 0.01240109 ... 0.00277297 0.00277297 0.00277297]
 ...
 [0.00790417 0.00765711 0.00527957 ... 0.00277297 0.00277297 0.00277297]
 [0.0083189  0.00098039 0.00657667 ... 0.00277297 0.00277297 0.00277297]
 [0.00588235 0.0083189  0.00596349 ... 0.00277297 0.00277297 0.00277297]]",8
548,146d59ff-931a-4997-a699-d27c062135fc,"[[0.07233673 0.16507021 0.00693242 ... 0.00273154 0.00409947 0.00353329]
 [0.09609844 0.12835651 0.06900457 ... 0.00534167 0.00603885 0.00489515]
 [0.13155168 0.07287289 0.10553684 ... 0.00130173 0.00152069 0.00178502]
 ...
 [0.00999808 0.01607963 0.00999808 ... 0.02981746 0.00310027 0.05438305]
 [0.01255515 0.02373278 0.01082879 ... 0.04917622 0.07819818 0.07451625]
 [0.01386484 0.02704532 0.01060456 ... 0.09804412 0.10740553 0.11720915]]",8
549,f968404d-6c3a-465e-9edd-347784880455,"[[0.00921767 0.0100904  0.01175543 ... 0.0172946  0.02827883 0.01493289]
 [0.01564674 0.01370513 0.01395489 ... 0.02062683 0.02837655 0.01595963]
 [0.00570826 0.00846136 0.01318143 ... 0.02157997 0.02391675 0.01222953]
 ...
 [0.02897285 0.02358171 0.02010566 ... 0.03961652 0.03851209 0.03480532]
 [0.0440563  0.04714833 0.05241102 ... 0.03056915 0.01692221 0.00372049]
 [0.02262019 0.02383604 0.02890837 ... 0.01613711 0.02027405 0.01371853]]",0
550,70a61a27-9d6b-449a-b4b0-826da05ce2a7,"[[0.07617464 0.02590166 0.23867264 ... 0.11591038 0.09416359 0.00706971]
 [0.06107615 0.04024387 0.18026423 ... 0.11534096 0.11369168 0.02040064]
 [0.03595514 0.02495671 0.09471319 ... 0.10613622 0.14031601 0.03981165]
 ...
 [0.01110696 0.01808773 0.03098534 ... 0.06393016 0.02949335 0.01873037]
 [0.00648006 0.02286065 0.01808773 ... 0.11944481 0.0267595  0.09517886]
 [0.01386484 0.01941077 0.00554594 ... 0.14488922 0.00627757 0.1365845 ]]",9
551,f5eeebcb-1999-4048-af2d-9f47873458db,"[[0.00000000e+00 2.77296777e-03 5.54593554e-03 ... 1.96261557e-17
  1.96261557e-17 1.96261557e-17]
 [9.80392157e-04 3.10027222e-03 4.90196078e-03 ... 2.77296777e-03
  2.77296777e-03 2.77296777e-03]
 [3.10027222e-03 3.92156863e-03 4.99903874e-03 ... 2.77296777e-03
  2.77296777e-03 2.77296777e-03]
 ...
 [3.10027222e-03 5.84563287e-03 8.85983539e-03 ... 2.77296777e-03
  2.77296777e-03 1.96261557e-17]
 [3.10027222e-03 5.84563287e-03 9.70989960e-03 ... 2.77296777e-03
  2.77296777e-03 1.96261557e-17]
 [2.94117647e-03 5.32957887e-03 8.85983539e-03 ... 2.77296777e-03
  2.77296777e-03 1.96261557e-17]]",4
553,363e32eb-7548-4d71-aea6-c8b6a0cbb9a2,"[[0.00392157 0.00620054 0.00620054 ... 0.01042171 0.00790417 0.00392157]
 [0.00876889 0.00985282 0.00882353 ... 0.00903877 0.00657667 0.00392157]
 [0.00876889 0.01078431 0.00999808 ... 0.00903877 0.00596349 0.00392157]
 ...
 [0.01457458 0.01883272 0.00876889 ... 0.00353485 0.00790417 0.00620054]
 [0.01413942 0.01823635 0.00876889 ... 0.00527957 0.00784314 0.00620054]
 [0.01413942 0.01883272 0.00843365 ... 0.00392157 0.00620054 0.00392157]]",7
554,c995c900-693d-4dd6-8995-43f3051ec488,"[[0.04526822 0.05567433 0.07534454 ... 0.08258849 0.14409302 0.15830525]
 [0.03600027 0.03032438 0.06316408 ... 0.16735385 0.24902255 0.26838582]
 [0.03919871 0.08021598 0.13992272 ... 0.15886684 0.18777118 0.09209948]
 ...
 [0.01352517 0.02500871 0.00829061 ... 0.01056654 0.02166272 0.01886472]
 [0.02045876 0.02031689 0.02476416 ... 0.02021875 0.02845415 0.02574128]
 [0.01678161 0.01811716 0.01543665 ... 0.01176471 0.02330366 0.01678161]]",4
555,161e35df-93d4-4b30-817e-de03c8c1d55a,"[[3.89485297e-03 5.07391884e-03 9.78874985e-03 ... 8.31890331e-03
  8.31890331e-03 2.77296777e-03]
 [1.07429975e-02 6.36261858e-03 6.60202844e-03 ... 8.43365222e-03
  7.90417426e-03 3.92156863e-03]
 [2.62606496e-02 2.52227931e-02 1.25938508e-02 ... 8.76889403e-03
  7.46644422e-03 3.92156863e-03]
 ...
 [2.77296777e-03 3.10027222e-03 3.92156863e-03 ... 1.96261557e-17
  1.96261557e-17 1.96261557e-17]
 [2.19222351e-03 1.96078431e-03 2.94117647e-03 ... 2.77296777e-03
  2.77296777e-03 2.77296777e-03]
 [2.94117647e-03 2.19222351e-03 9.80392157e-04 ... 2.77296777e-03
  2.77296777e-03 2.77296777e-03]]",1
556,2d7142fc-f67a-443c-885a-62b5ebe034f1,"[[2.77296777e-03 5.54593554e-03 4.90196078e-03 ... 0.00000000e+00
  2.19222351e-03 2.94117647e-03]
 [3.92156863e-03 6.20054443e-03 4.90196078e-03 ... 9.80392157e-04
  9.80392157e-04 2.19222351e-03]
 [6.20054443e-03 7.84313725e-03 6.20054443e-03 ... 2.94117647e-03
  9.80392157e-04 0.00000000e+00]
 ...
 [8.76889403e-03 1.17647059e-02 1.18054849e-02 ... 3.92523115e-17
  3.92523115e-17 3.92523115e-17]
 [8.76889403e-03 1.17647059e-02 1.28950455e-02 ... 2.77296777e-03
  2.77296777e-03 2.77296777e-03]
 [3.92156863e-03 8.76889403e-03 1.14332390e-02 ... 2.77296777e-03
  2.77296777e-03 2.77296777e-03]]",12
557,d3e084a7-7471-4a4d-8b2d-8522832839ed,"[[2.19222351e-03 3.10027222e-03 2.19222351e-03 ... 1.10918711e-02
  8.31890331e-03 2.77296777e-03]
 [9.80392157e-04 2.94117647e-03 2.19222351e-03 ... 1.10918711e-02
  8.31890331e-03 2.77296777e-03]
 [2.19222351e-03 1.96078431e-03 2.19222351e-03 ... 1.10918711e-02
  8.31890331e-03 2.77296777e-03]
 ...
 [8.43365222e-03 8.76889403e-03 7.90417426e-03 ... 2.77296777e-03
  7.46644422e-03 4.99903874e-03]
 [8.43365222e-03 7.90417426e-03 6.27757278e-03 ... 2.77296777e-03
  7.46644422e-03 4.99903874e-03]
 [4.90196078e-03 3.53485419e-03 2.77296777e-03 ... 3.92523115e-17
  7.65710753e-03 5.27957334e-03]]",5
558,0285f2a0-ff21-43de-9762-6454faa5eef8,"[[0.00378284 0.00567042 0.00483191 ... 0.0083189  0.01109187 0.00554594]
 [0.00378284 0.00567042 0.00483191 ... 0.0083189  0.01109187 0.00554594]
 [0.00611375 0.00645258 0.00476098 ... 0.0083189  0.01109187 0.00554594]
 ...
 [0.00596349 0.01000477 0.00707129 ... 0.03284965 0.03671821 0.02452284]
 [0.00784314 0.01118517 0.0049031  ... 0.01643437 0.03043956 0.02371252]
 [0.00620054 0.01010149 0.00218969 ... 0.00765711 0.02176824 0.01427473]]",0
559,64652562-7ee3-4376-97b6-864c5c507f42,"[[0.         0.00490196 0.01607963 ... 0.0206814  0.03245676 0.01931149]
 [0.00277297 0.00490196 0.01534556 ... 0.04030354 0.04722194 0.03356322]
 [0.00277297 0.00392157 0.01362004 ... 0.04030354 0.05498069 0.04867526]
 ...
 [0.01973001 0.02145125 0.01568321 ... 0.02387121 0.03214675 0.02218374]
 [0.01333478 0.01344572 0.00438996 ... 0.03084683 0.01841614 0.00808452]
 [0.00837647 0.0067906  0.01635912 ... 0.03576192 0.0142647  0.00554594]]",6
560,93e4b772-7c69-46b7-af82-b3d270fa3438,"[[0.028472   0.03565252 0.02197931 ... 0.00709351 0.01671907 0.02313809]
 [0.00590888 0.02242883 0.03290175 ... 0.01372817 0.00531374 0.00377308]
 [0.09161031 0.08732916 0.07564234 ... 0.03876321 0.03472104 0.03785916]
 ...
 [0.00835779 0.01051945 0.01835991 ... 0.00294118 0.02280334 0.01970564]
 [0.00560409 0.00533832 0.01166504 ... 0.00490196 0.01496504 0.01483603]
 [0.00560409 0.00501522 0.00800145 ... 0.00571662 0.00970539 0.009249  ]]",6
562,c5afa5d8-aa75-4836-872a-de9d93d091af,"[[2.77296777e-03 2.77296777e-03 2.77296777e-03 ... 2.77296777e-03
  3.53485419e-03 4.90196078e-03]
 [5.54593554e-03 5.54593554e-03 5.54593554e-03 ... 8.43365222e-03
  1.14332390e-02 1.33347750e-02]
 [2.77296777e-03 2.77296777e-03 2.77296777e-03 ... 1.27450980e-02
  1.53455646e-02 1.47058824e-02]
 ...
 [4.90653893e-18 9.80392157e-04 3.10027222e-03 ... 1.11781904e-02
  1.17647059e-02 1.09611175e-02]
 [5.54593554e-03 5.54593554e-03 6.20054443e-03 ... 1.33347750e-02
  1.28950455e-02 9.30081665e-03]
 [2.77296777e-03 2.77296777e-03 3.92156863e-03 ... 1.36200431e-02
  1.18461235e-02 4.90196078e-03]]",9
563,160c2e1c-48d5-4e31-8155-83152e2ad649,"[[0.00219222 0.00353485 0.00554594 ... 0.00790417 0.00985282 0.00999808]
 [0.00527957 0.00596349 0.00620054 ... 0.01042171 0.02047119 0.02237787]
 [0.00404226 0.00686275 0.00790417 ... 0.01903577 0.02807416 0.02809127]
 ...
 [0.07819204 0.08333333 0.07456783 ... 0.01616904 0.01534556 0.01607963]
 [0.09630825 0.07675913 0.04674117 ... 0.01289505 0.01184612 0.01117819]
 [0.04367974 0.03120359 0.01318983 ... 0.00790417 0.00686275 0.00404226]]",8
564,68cca66a-f96c-48a1-863c-77455172be43,"[[0.         0.         0.         ... 0.         0.00219222 0.00294118]
 [0.         0.         0.         ... 0.00098039 0.00098039 0.00219222]
 [0.0019677  0.0019677  0.0019677  ... 0.00294118 0.00098039 0.        ]
 ...
 [0.00277297 0.00277297 0.00277297 ... 0.00620054 0.00527957 0.00219222]
 [0.00277297 0.00277297 0.00277297 ... 0.00620054 0.00499904 0.00310027]
 [0.00277297 0.00277297 0.00277297 ... 0.00554594 0.00490196 0.00294118]]",2
565,1b064898-eaa9-4e55-ab86-ebf374e223b1,"[[9.81307787e-18 2.77296777e-03 5.54593554e-03 ... 2.77296777e-03
  2.77296777e-03 2.77296777e-03]
 [9.80392157e-04 3.10027222e-03 4.90196078e-03 ... 3.10027222e-03
  3.10027222e-03 2.19222351e-03]
 [3.10027222e-03 3.92156863e-03 4.99903874e-03 ... 3.92156863e-03
  2.94117647e-03 9.80392157e-04]
 ...
 [3.10027222e-03 4.99903874e-03 4.99903874e-03 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [2.94117647e-03 4.90196078e-03 3.53485419e-03 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [2.77296777e-03 5.54593554e-03 2.77296777e-03 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",0
566,6873ca27-5771-48ef-a254-11fa1be5f4fd,"[[0.01240109 0.01228428 0.01184612 ... 0.02018751 0.02565932 0.01060456]
 [0.0202113  0.00620054 0.01060456 ... 0.01389057 0.01820737 0.01273637]
 [0.01278275 0.01802429 0.01082879 ... 0.00308395 0.01195791 0.01884167]
 ...
 [0.01583872 0.03481428 0.03346284 ... 0.07032492 0.02208907 0.01050511]
 [0.01493289 0.03373461 0.03373461 ... 0.06479773 0.02749264 0.00495918]
 [0.01413942 0.03339095 0.03339095 ... 0.06112914 0.03046474 0.00164607]]",0
567,65033884-8747-4857-967e-af03bd61c6d5,"[[0.00837647 0.00930082 0.00843365 ... 0.00415945 0.01607963 0.00876889]
 [0.01885822 0.01963234 0.01622838 ... 0.01057726 0.01766106 0.01354707]
 [0.01622838 0.02482155 0.03095618 ... 0.01736662 0.01936633 0.01452042]
 ...
 [0.11423146 0.13118585 0.1466432  ... 0.01081079 0.00897612 0.00530798]
 [0.1263185  0.11801006 0.0972122  ... 0.01002027 0.00927267 0.00496668]
 [0.03818498 0.02981746 0.01970564 ... 0.00914911 0.00914911 0.00392157]]",9
568,97cddbc9-a59f-490e-a10d-7878b2aff826,"[[0.00277297 0.00277297 0.00627757 ... 0.01393399 0.00843365 0.00790417]
 [0.00392157 0.00392157 0.00746644 ... 0.01413942 0.00808452 0.00887783]
 [0.00620054 0.00620054 0.00790417 ... 0.01470588 0.00596349 0.00837647]
 ...
 [0.00596349 0.01420325 0.02203522 ... 0.0027998  0.00470412 0.005346  ]
 [0.00808452 0.0182067  0.02966522 ... 0.00181941 0.00327999 0.00454853]
 [0.00438445 0.01843151 0.03529794 ... 0.00257304 0.00203416 0.00272912]]",8
570,7faefb36-4547-4743-b8f6-2669aebb4759,"[[0.02639787 0.04649375 0.02746848 ... 0.01568944 0.021305   0.02333714]
 [0.02192986 0.02582567 0.08756262 ... 0.00672315 0.01122782 0.02718634]
 [0.06493539 0.10618451 0.13792704 ... 0.01251921 0.01819642 0.01570705]
 ...
 [0.04277499 0.0181416  0.00550272 ... 0.10487869 0.11793958 0.11256037]
 [0.01191081 0.00592052 0.02313664 ... 0.10560111 0.05447774 0.00278283]
 [0.01073719 0.02330526 0.0241539  ... 0.03858073 0.04995335 0.05636472]]",14
571,e51ccda8-218f-418a-83dd-bc47561ebe44,"[[3.66304739e-02 6.53341454e-02 4.80792150e-02 ... 1.96261557e-17
  2.19222351e-03 2.94117647e-03]
 [4.35364771e-02 6.98559511e-02 6.69256791e-02 ... 9.80392157e-04
  9.80392157e-04 2.19222351e-03]
 [2.76080938e-02 5.19977671e-02 6.20441856e-02 ... 2.94117647e-03
  9.80392157e-04 1.96261557e-17]
 ...
 [1.61690417e-02 4.90196078e-03 4.16060690e-02 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [6.90741763e-02 6.38385121e-02 7.05950432e-02 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [3.04395582e-02 2.45685570e-02 4.25652811e-02 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",1
572,9760ea86-277b-4291-be10-03141e3b1ecb,"[[0.00686275 0.01009376 0.01042171 ... 0.00620054 0.00620054 0.00392157]
 [0.00596349 0.00746644 0.0083189  ... 0.00620054 0.00620054 0.00392157]
 [0.00876889 0.00999808 0.01096112 ... 0.02018751 0.01933636 0.01745539]
 ...
 [0.01831524 0.0202113  0.02263411 ... 0.01333478 0.01196721 0.01550136]
 [0.0252058  0.0258831  0.03346284 ... 0.01278275 0.02011597 0.02011597]
 [0.01595963 0.01060456 0.02863349 ... 0.01595963 0.01333478 0.01386484]]",4
573,53b3c5cf-66bb-4741-b8e2-aa42562a4795,"[[0.03674836 0.0388463  0.04104789 ... 0.09050459 0.09118174 0.08964559]
 [0.05064938 0.05359975 0.05787636 ... 0.07808748 0.07831486 0.07594718]
 [0.00965574 0.01386484 0.01692419 ... 0.01953418 0.02458811 0.02111829]
 ...
 [0.00771565 0.00732469 0.00718794 ... 0.04918028 0.04793066 0.04217191]
 [0.00747093 0.00847647 0.01066656 ... 0.01593805 0.02271154 0.01980307]
 [0.00353553 0.00440082 0.0059681  ... 0.00997948 0.01436789 0.00762734]]",4
574,b6882578-b28c-49fd-9d79-1fb619957a12,"[[0.01403708 0.0206814  0.04442161 ... 0.04456203 0.01893452 0.06761153]
 [0.01973001 0.01493289 0.02111829 ... 0.01745539 0.00746644 0.0431818 ]
 [0.02512942 0.0114752  0.02545246 ... 0.0255655  0.01775566 0.06594914]
 ...
 [0.01712181 0.01117819 0.00310027 ... 0.06040361 0.05864352 0.02697415]
 [0.04038692 0.02760809 0.01568627 ... 0.05121552 0.06102104 0.06210612]
 [0.04590078 0.03783094 0.02061156 ... 0.05023972 0.00138648 0.09094425]]",10
575,b070e185-a513-471e-bfa6-e0d4b480a73e,"[[0.         0.00098039 0.00404226 ... 0.00678292 0.011368   0.00999808]
 [0.00098039 0.00490196 0.00790417 ... 0.01232343 0.01407712 0.01429608]
 [0.00310027 0.00903877 0.00985282 ... 0.00645925 0.00796208 0.00579797]
 ...
 [0.01940249 0.01940678 0.02015432 ... 0.00965286 0.00980279 0.00903877]
 [0.02431011 0.02478002 0.02453922 ... 0.00929722 0.00843233 0.0083189 ]
 [0.00932977 0.01049346 0.01049346 ... 0.00499235 0.00309668 0.00277297]]",7
576,1ae0fc32-65dc-4373-9550-6b74732bf72e,"[[0.01675295 0.01403708 0.009249   ... 0.01525132 0.01550136 0.00790417]
 [0.0202113  0.01764706 0.01060456 ... 0.01960784 0.0202113  0.01289505]
 [0.01963234 0.02156863 0.01289505 ... 0.02639787 0.02616013 0.01831524]
 ...
 [0.01240109 0.0255655  0.0242139  ... 0.06114606 0.06457649 0.05703995]
 [0.01143324 0.02511029 0.02297132 ... 0.04775555 0.05072541 0.03752482]
 [0.01109187 0.02495671 0.02218374 ... 0.03601055 0.03780039 0.01712181]]",7
577,a16d135e-9907-471b-9e5c-ac46a006764e,"[[0.00098039 0.00310027 0.00490196 ... 0.00353485 0.00490196 0.00554594]
 [0.00310027 0.00392157 0.00499904 ... 0.00571662 0.00657667 0.00765711]
 [0.00219222 0.00310027 0.00527957 ... 0.00098039 0.00294118 0.00310027]
 ...
 [0.00404226 0.00791052 0.00790911 ... 0.00746644 0.00746644 0.00627757]
 [0.00790417 0.00784883 0.00693885 ... 0.00438445 0.00706971 0.00843365]
 [0.00490196 0.00392726 0.00490992 ... 0.00138648 0.00310027 0.00490196]]",2
578,39f48611-8f45-4c3d-956f-03490892aaa9,"[[0.00554594 0.00554594 0.00554594 ... 0.04529162 0.03852892 0.01240109]
 [0.01386484 0.01457458 0.01595963 ... 0.01757286 0.03524745 0.02118872]
 [0.01457458 0.01607963 0.01595963 ... 0.02334642 0.03575374 0.01523613]
 ...
 [0.00620054 0.00527957 0.00713736 ... 0.01278847 0.02214484 0.02659218]
 [0.00876889 0.00843365 0.01078431 ... 0.01819124 0.02399554 0.02968491]
 [0.00392157 0.00404226 0.00930082 ... 0.01032838 0.01105339 0.01373755]]",0
579,5074fbd6-8654-40a8-8131-e593be6a10af,"[[0.01580835 0.02156863 0.01493289 ... 0.00554594 0.00554594 0.00277297]
 [0.01060456 0.00693242 0.01802429 ... 0.00554594 0.00554594 0.00277297]
 [0.04489511 0.03078494 0.00571662 ... 0.00554594 0.00554594 0.00277297]
 ...
 [0.04510313 0.07015014 0.05414393 ... 0.02098928 0.01797236 0.01240109]
 [0.04455403 0.09097327 0.06361227 ... 0.0249331  0.02233291 0.01799761]
 [0.05434853 0.10395519 0.06069728 ... 0.01918101 0.0149895  0.00965574]]",0
580,da73c56d-32ac-4d66-bdb2-82c50adcdde7,"[[0.         0.00277297 0.00554594 ... 0.00490196 0.00499904 0.00527957]
 [0.00098039 0.00310027 0.00490196 ... 0.00843365 0.00876889 0.00843365]
 [0.00310027 0.00392157 0.00499904 ... 0.00353485 0.00499904 0.00404226]
 ...
 [0.10689402 0.10273538 0.09398689 ... 0.00277297 0.00277297 0.00277297]
 [0.21783061 0.2144982  0.20613452 ... 0.00277297 0.00277297 0.00277297]
 [0.12380666 0.1222702  0.11905899 ... 0.00277297 0.00277297 0.00277297]]",5
581,0df1efc7-34ba-4e11-b027-21ec8fa5a35e,"[[1.96261557e-17 1.96261557e-17 2.77296777e-03 ... 5.96349268e-03
  4.99903874e-03 3.53485419e-03]
 [1.96261557e-17 1.96261557e-17 2.77296777e-03 ... 7.13736264e-03
  7.46644422e-03 6.57667052e-03]
 [1.96261557e-17 1.96261557e-17 2.77296777e-03 ... 3.10027222e-03
  3.10027222e-03 2.94117647e-03]
 ...
 [1.42747253e-02 1.68673044e-02 8.08452083e-03 ... 9.80392157e-03
  8.76889403e-03 8.31890331e-03]
 [1.66378066e-02 2.21837422e-02 5.54593554e-03 ... 9.85281924e-03
  7.13736264e-03 7.65710753e-03]
 [1.66378066e-02 2.21837422e-02 5.54593554e-03 ... 7.13736264e-03
  5.96349268e-03 5.27957334e-03]]",2
582,9fdd7334-31fa-4038-a80d-456668fda43c,"[[0.         0.         0.         ... 0.00903877 0.00499904 0.00490196]
 [0.00277297 0.00219222 0.00138648 ... 0.01055915 0.00887783 0.00790417]
 [0.00277297 0.00310027 0.00353485 ... 0.01096112 0.01096112 0.00837647]
 ...
 [0.00620054 0.00911066 0.01206763 ... 0.06301826 0.03183656 0.01925473]
 [0.00490196 0.01033316 0.01321961 ... 0.01373626 0.02423919 0.04421114]
 [0.00490196 0.01099694 0.01182156 ... 0.00904429 0.01169483 0.02308373]]",7
584,de127ace-68f3-4ef1-beff-f46f89a0a9f4,"[[0.00620054 0.00876889 0.00876889 ... 0.01663781 0.00554594 0.00277297]
 [0.00790417 0.01082879 0.01082879 ... 0.01734491 0.00554594 0.00277297]
 [0.00713736 0.01078431 0.01180548 ... 0.01946023 0.00627757 0.00294118]
 ...
 [0.01143324 0.0106896  0.0105788  ... 0.00693092 0.03047115 0.02141209]
 [0.01883272 0.01664255 0.01653833 ... 0.01082719 0.03307072 0.02235638]
 [0.01042171 0.00865145 0.01456469 ... 0.0102334  0.03256233 0.02018751]]",5
585,fdbc4a3c-4902-45ac-a10e-b641e3ebb0d4,"[[0.009249   0.01082879 0.01117819 ... 0.00415945 0.00353485 0.00277297]
 [0.00353485 0.01042171 0.01931149 ... 0.0083189  0.00843365 0.0083189 ]
 [0.00876889 0.01247835 0.01483603 ... 0.00627757 0.00706971 0.00627757]
 ...
 [0.00598802 0.0057421  0.00750411 ... 0.00930082 0.00588235 0.01362004]
 [0.01256299 0.00721202 0.00952821 ... 0.0114752  0.00490196 0.00098039]
 [0.01842264 0.01153117 0.01783534 ... 0.00903877 0.00571662 0.00219222]]",8
586,b988510e-0b76-4b92-a748-5f650ec3cdaa,"[[0.00876889 0.00837647 0.00713736 ... 0.01447532 0.01228428 0.00620054]
 [0.0168673  0.01622838 0.01365528 ... 0.01692419 0.01580835 0.0114752 ]
 [0.00620054 0.00882353 0.00985282 ... 0.01775566 0.01666667 0.01362004]
 ...
 [0.00219222 0.         0.00219222 ... 0.00438445 0.00310027 0.00098039]
 [0.00219222 0.00277297 0.00392157 ... 0.00499904 0.00392157 0.00310027]
 [0.00294118 0.00490196 0.00490196 ... 0.00527957 0.00310027 0.00219222]]",8
587,7d6fad20-bfca-42ec-8061-5e6a531a0938,"[[0.05374302 0.11187215 0.08485916 ... 0.00765711 0.00790417 0.00392157]
 [0.05831479 0.1147729  0.08158489 ... 0.00706971 0.00657667 0.00392157]
 [0.06451249 0.11517417 0.07370567 ... 0.00790417 0.00627757 0.00277297]
 ...
 [0.00903877 0.00963904 0.00885984 ... 0.00499904 0.00499904 0.00310027]
 [0.01009376 0.01047881 0.0097099  ... 0.00499904 0.00499904 0.00310027]
 [0.009249   0.0094375  0.00864014 ... 0.00353485 0.00490196 0.00294118]]",14
588,982feb6e-caa4-4cbc-829f-19f70294a713,"[[0.         0.00058926 0.00218371 ... 0.11098849 0.08767878 0.00676033]
 [0.         0.000701   0.00258668 ... 0.0401573  0.11885979 0.05643211]
 [0.00277297 0.00288529 0.00255866 ... 0.067845   0.1049272  0.11209299]
 ...
 [0.00277297 0.00208232 0.000701   ... 0.02192224 0.01860163 0.01212678]
 [0.00277297 0.00283488 0.00244337 ... 0.02192224 0.0202113  0.01082879]
 [0.00277297 0.00283488 0.0033836  ... 0.02176824 0.01985143 0.00713736]]",9
